mol,E_score1
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-106.713
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-102.008
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-108.867
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-95.6344
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-91.3113
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-106.377
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-107.026
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-94.3442
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-93.4017
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-107.537
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-106.809
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-93.2914
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-96.0972
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-106.121
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-106.739
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-106.637
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-95.7934
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-94.7286
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-93.9841
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-95.8796
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-94.0862
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-95.9464
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-104.713
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-92.0491
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-93.6312
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-95.1062
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-108.649
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-108.353
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-93.6766
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-109.587
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-107.558
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-106.666
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-107.875
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-94.0071
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-99.6022
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-94.8888
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-99.0682
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-95.9613
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-94.163
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-95.4492
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1ccc(cc1)-c1cc2CC(Cc2cc1)C(O)=O,-107.897
Clc1cccc(Cl)c1-c1noc(C(C)C)c1COc1cc(Cl)c(cc1)\C=C\c1cc(ccc1)C(O)=O,-103.872
